question,correct_answers,question_type
A square has an area of 1.98x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,3.07e4;200,numerical_tolerance
Convert 3.67x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,5.69e6;20000,numerical_tolerance
A square has an area of 8.4x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,3.2;0.2,numerical_tolerance
Convert 3.2x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,34;2,numerical_tolerance
Convert 1.46x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.564;0.002,numerical_tolerance
Convert 2.1x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,3.3e6;200000,numerical_tolerance
A square has an area of 2.05x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,3.18e4;200,numerical_tolerance
Convert the following to mi<sup>2</sup>: 1.8x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.69;0.02,numerical_tolerance
A square has an area of 5.15x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.199;0.002,numerical_tolerance
Convert the following to in<sup>2</sup>: 3.13x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,4.85e6;20000,numerical_tolerance
Convert 3.84x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,1.48;0.02,numerical_tolerance
"Rewrite 3.9x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",6.0e4;2000,numerical_tolerance
"Rewrite 3.4x10<sup>7</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",13;2,numerical_tolerance
Convert 3.3x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,36;2,numerical_tolerance
Convert 1.1x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.7e4;2000,numerical_tolerance
Convert 1.2x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,13;2,numerical_tolerance
A square has an area of 1.1x10<sup>7</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,4.2;0.2,numerical_tolerance
Convert 2.9x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,3.1;0.2,numerical_tolerance
A square has an area of 4.85x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,5.22;0.02,numerical_tolerance
"Rewrite 2.9x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",310;20,numerical_tolerance
Convert the following to mi<sup>2</sup>: 2.11x10<sup>5</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.0815;0.0002,numerical_tolerance
A square has an area of 1.9x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,2.9e6;200000,numerical_tolerance
Convert 6.8x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,26;2,numerical_tolerance
A square has an area of 6.7x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.26;0.02,numerical_tolerance
Convert 1.6x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,1.7;0.2,numerical_tolerance
"Rewrite 2.7x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",290;20,numerical_tolerance
A square has an area of 5.5x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,590;20,numerical_tolerance
Convert 9.1x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,35;2,numerical_tolerance
A square has an area of 1.65x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.0637;0.0002,numerical_tolerance
Convert 4.1x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,1.6;0.2,numerical_tolerance
"Rewrite 1.8x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.69;0.02,numerical_tolerance
"Rewrite 1.07x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.66e4;200,numerical_tolerance
"Rewrite 1.5x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",160;20,numerical_tolerance
Convert 1.3x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.050;0.002,numerical_tolerance
Convert 7.27x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,783;2,numerical_tolerance
A square has an area of 1.17x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,1.26;0.02,numerical_tolerance
Convert 1.23x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.475;0.002,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.32x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,14.2;0.2,numerical_tolerance
Convert 2.4x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,3.7e4;2000,numerical_tolerance
A square has an area of 1.81x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,2.81e4;200,numerical_tolerance
A square has an area of 7.99x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,1.24e6;20000,numerical_tolerance
A square has an area of 1.8x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,2.8e4;2000,numerical_tolerance
Convert 4.61x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,7.15e5;2000,numerical_tolerance
"Rewrite 2.73x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",29.4;0.2,numerical_tolerance
"Rewrite 3.99x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",6.18e5;2000,numerical_tolerance
Convert 1.18x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.83e6;20000,numerical_tolerance
"Rewrite 3.4x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",37;2,numerical_tolerance
Convert 2.1x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,3.3e4;2000,numerical_tolerance
A square has an area of 6.09x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,2.35;0.02,numerical_tolerance
A square has an area of 2.7x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,4.2e5;20000,numerical_tolerance
"Rewrite 2.01x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.776;0.002,numerical_tolerance
Convert 2.4x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.93;0.02,numerical_tolerance
"Rewrite 5.65x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",2.18;0.02,numerical_tolerance
Convert 1.98x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,21.3;0.2,numerical_tolerance
Convert 1.1x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.042;0.002,numerical_tolerance
Convert the following to in<sup>2</sup>: 8.60x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.33e6;20000,numerical_tolerance
Convert 2.2x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,2.4;0.2,numerical_tolerance
A square has an area of 7.0x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,7.5;0.2,numerical_tolerance
A square has an area of 2.31x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,24.9;0.2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 2.50x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,2.69;0.02,numerical_tolerance
A square has an area of 1.43x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,1.54;0.02,numerical_tolerance
Convert 1.53x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,16.5;0.2,numerical_tolerance
"Rewrite 3.3x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.13;0.02,numerical_tolerance
Convert 6.6x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,71;2,numerical_tolerance
"Rewrite 1.2x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.46;0.02,numerical_tolerance
"Rewrite 1.05x10<sup>5</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.63e4;200,numerical_tolerance
"Rewrite 1.3x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",14;2,numerical_tolerance
Convert the following to in<sup>2</sup>: 4.35x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,6.74e5;2000,numerical_tolerance
Convert 9.7x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,37;2,numerical_tolerance
Convert 1.9x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,2.9e6;200000,numerical_tolerance
"Rewrite 3.88x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",418;2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 9.7x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,10.;2,numerical_tolerance
Convert 1.6x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,2.5e5;20000,numerical_tolerance
Convert 2.1x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,8.1;0.2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 6.9x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,74;2,numerical_tolerance
A square has an area of 7.4x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,8.0e2;20,numerical_tolerance
Convert 4.6x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,50.;2,numerical_tolerance
A square has an area of 2.23x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.861;0.002,numerical_tolerance
A square has an area of 4.90x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.189;0.002,numerical_tolerance
Convert the following to in<sup>2</sup>: 7.2x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.1e5;20000,numerical_tolerance
A square has an area of 8.28x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,1.28e5;2000,numerical_tolerance
A square has an area of 1.3x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,140;20,numerical_tolerance
"Rewrite 3.68x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",5.70e5;2000,numerical_tolerance
Convert 1.9x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.073;0.002,numerical_tolerance
Convert 1.26x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,136;2,numerical_tolerance
Convert 2.50x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,3.88e4;200,numerical_tolerance
Convert 1.9x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,2.0e2;20,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.8x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,19;2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.12x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,12.1;0.2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 3.9x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,4.2;0.2,numerical_tolerance
A square has an area of 1.9x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,2.9e4;2000,numerical_tolerance
A square has an area of 1.12x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,12.1;0.2,numerical_tolerance
Convert 1.3x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,2.0e5;20000,numerical_tolerance
"Rewrite 1.3x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",1.4;0.2,numerical_tolerance
Convert the following to mi<sup>2</sup>: 2.5x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.97;0.02,numerical_tolerance
A square has an area of 1.6x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,2.5e5;20000,numerical_tolerance
Convert 4.40x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,6.82e4;200,numerical_tolerance
Convert 2.4x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,3.7e6;200000,numerical_tolerance
"Rewrite 5.98x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",6.44;0.02,numerical_tolerance
"Rewrite 4.2x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",450;20,numerical_tolerance
"Rewrite 7.1x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.1e6;200000,numerical_tolerance
Convert the following to in<sup>2</sup>: 1.1x10<sup>6</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.7e5;20000,numerical_tolerance
Convert the following to ft<sup>2</sup>: 2.14x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,230.;2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.8x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,1.9;0.2,numerical_tolerance
Convert 4.84x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,1.87;0.02,numerical_tolerance
A square has an area of 2.94x10<sup>7</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,11.4;0.2,numerical_tolerance
Convert 4.76x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,5.12;0.02,numerical_tolerance
Convert the following to ft<sup>2</sup>: 6.70x10<sup>6</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,72.1;0.2,numerical_tolerance
Convert 3.3x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,5.1e4;2000,numerical_tolerance
A square has an area of 7.97x10<sup>5</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,0.308;0.002,numerical_tolerance
A square has an area of 5.4x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,2.1;0.2,numerical_tolerance
Convert the following to in<sup>2</sup>: 5.4x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,8.4e4;2000,numerical_tolerance
A square has an area of 1.57x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,16.9;0.2,numerical_tolerance
Convert the following to in<sup>2</sup>: 2.04x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,3.16e4;200,numerical_tolerance
"Rewrite 3.43x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",5.32e5;2000,numerical_tolerance
Convert 3.4x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,1.3;0.2,numerical_tolerance
"Rewrite 3.28x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",35.3;0.2,numerical_tolerance
Convert 9.94x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.54e5;2000,numerical_tolerance
Convert 1.09x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.421;0.002,numerical_tolerance
Convert 1.57x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.606;0.002,numerical_tolerance
A square has an area of 5.5x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,8.5e5;20000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 3.05x10<sup>6</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,1.18;0.02,numerical_tolerance
"Rewrite 2.90x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.112;0.002,numerical_tolerance
A square has an area of 4.09x10<sup>6</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,1.58;0.02,numerical_tolerance
Convert 9.6x10<sup>5</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.37;0.02,numerical_tolerance
Convert 9.52x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.48e5;2000,numerical_tolerance
Convert the following to in<sup>2</sup>: 3.0x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,4.7e4;2000,numerical_tolerance
A square has an area of 2.06x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,2.22;0.02,numerical_tolerance
Convert 2.3x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,2.5;0.2,numerical_tolerance
A square has an area of 4.4x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,6.8e6;200000,numerical_tolerance
"Rewrite 5.11x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",5.50;0.02,numerical_tolerance
A square has an area of 2.34x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,2.52;0.02,numerical_tolerance
Convert 9.5x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,37;2,numerical_tolerance
A square has an area of 2.4x10<sup>6</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,26;2,numerical_tolerance
Convert 1.5x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,0.58;0.02,numerical_tolerance
Convert the following to in<sup>2</sup>: 4.76x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,7.38e4;200,numerical_tolerance
Convert 5.7x10<sup>6</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,2.2;0.2,numerical_tolerance
"Rewrite 1.0x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",11;2,numerical_tolerance
"Rewrite 1.0x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.039;0.002,numerical_tolerance
Convert 4.12x10<sup>7</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,443;2,numerical_tolerance
"Rewrite 7.5x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.29;0.02,numerical_tolerance
Convert 1.0x10<sup>5</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,1.1;0.2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.57x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,169;2,numerical_tolerance
"Rewrite 1.73x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",18.6;0.2,numerical_tolerance
Convert 3.55x10<sup>6</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,5.50e5;2000,numerical_tolerance
"Rewrite 4.1x10<sup>7</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",440;20,numerical_tolerance
Convert the following to ft<sup>2</sup>: 5.9x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,640;20,numerical_tolerance
"Rewrite 7.4x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",1.1e6;200000,numerical_tolerance
"Rewrite 1.43x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",15.4;0.2,numerical_tolerance
A square has an area of 6.1x10<sup>7</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,660;20,numerical_tolerance
A square has an area of 2.5x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,2.7;0.2,numerical_tolerance
A square has an area of 3.17x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,3.41;0.02,numerical_tolerance
"Rewrite 4.87x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",52.4;0.2,numerical_tolerance
Convert the following to ft<sup>2</sup>: 1.3x10<sup>7</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,140;20,numerical_tolerance
"Rewrite 3.81x10<sup>6</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",5.91e5;2000,numerical_tolerance
Convert 4.6x10<sup>7</sup> m<sup>2</sup> to mi<sup>2</sup>. There are 1609.34 m in one mi.,18;2,numerical_tolerance
Convert 7.53x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,81.1;0.2,numerical_tolerance
A square has an area of 5.20x10<sup>7</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,20.1;0.2,numerical_tolerance
A square has an area of 1.03x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,1.60e4;200,numerical_tolerance
A square has an area of 4.8x10<sup>5</sup> mm<sup>2</sup>. There are 304.8 mm in one ft. What is the area of the square in ft<sup>2</sup>?,5.2;0.2,numerical_tolerance
A square has an area of 1.9x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,2.9e5;20000,numerical_tolerance
A square has an area of 1.4x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,2.2e5;20000,numerical_tolerance
A square has an area of 1.6x10<sup>7</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,2.5e6;200000,numerical_tolerance
A square has an area of 2.1x10<sup>5</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,3.3e4;2000,numerical_tolerance
"Rewrite 2.26x10<sup>5</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",2.43;0.02,numerical_tolerance
A square has an area of 7.1x10<sup>7</sup> m<sup>2</sup>. There are 1609.34 m in one mi. What is the area of the square in mi<sup>2</sup>?,27;2,numerical_tolerance
Convert 3.2x10<sup>5</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,5.0e4;2000,numerical_tolerance
Convert 8.57x10<sup>7</sup> cm<sup>2</sup> to in<sup>2</sup>. There are 2.54 cm in one in.,1.33e7;200000,numerical_tolerance
Convert the following to in<sup>2</sup>: 7.17x10<sup>5</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,1.11e5;2000,numerical_tolerance
A square has an area of 2.63x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,4.08e5;2000,numerical_tolerance
Convert 9.92x10<sup>6</sup> mm<sup>2</sup> to ft<sup>2</sup>. There are 304.8 mm in one ft.,107;2,numerical_tolerance
"Rewrite 1.9x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.073;0.002,numerical_tolerance
"Rewrite 1.7x10<sup>5</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.066;0.002,numerical_tolerance
"Rewrite 2.3x10<sup>6</sup> m<sup>2</sup> in units of mi<sup>2</sup>, given that there are 1609.34 m per mi.",0.89;0.02,numerical_tolerance
Convert the following to ft<sup>2</sup>: 5.9x10<sup>5</sup> mm<sup>2</sup><br>There are 304.8 mm in one ft.,6.4;0.2,numerical_tolerance
"Rewrite 4.2x10<sup>7</sup> cm<sup>2</sup> in units of in<sup>2</sup>, given that there are 2.54 cm per in.",6.5e6;200000,numerical_tolerance
"Rewrite 3.7x10<sup>6</sup> mm<sup>2</sup> in units of ft<sup>2</sup>, given that there are 304.8 mm per ft.",40.;2,numerical_tolerance
A square has an area of 1.11x10<sup>6</sup> cm<sup>2</sup>. There are 2.54 cm in one in. What is the area of the square in in<sup>2</sup>?,1.72e5;2000,numerical_tolerance
Convert the following to mi<sup>2</sup>: 2.3x10<sup>5</sup> m<sup>2</sup><br>There are 1609.34 m in one mi.,0.089;0.002,numerical_tolerance
Convert the following to in<sup>2</sup>: 2.4x10<sup>7</sup> cm<sup>2</sup><br>There are 2.54 cm in one in.,3.7e6;200000,numerical_tolerance
