question,correct_answers,question_type
Convert 0.160 lb to kg. There are 453.59 g in one lb.,0.072575;0.00036287,numerical_tolerance
Convert 0.44349 Mmi to Mft. There are 5280 ft in one mi.,2341.6;11.708,numerical_tolerance
Convert 1.93 L to µgal. There are 3.7854 L in one gal.,5.0985e+05;2549.3,numerical_tolerance
Convert 64.01 lb to koz. There are 16 oz in one lb.,1.0242;0.0051208,numerical_tolerance
Convert 14.494 ML to mgal. There are 3.7854 L in one gal.,3.8289e+09;1.9145e+07,numerical_tolerance
Convert 0.0021445 ML to µgal. There are 3.7854 L in one gal.,5.6652e+08;2.8326e+06,numerical_tolerance
Convert 0.013360 J to mcal. There are 4.184 J in one cal.,3.1931;0.015966,numerical_tolerance
Convert 677.3 Mgal to mL. There are 3.7854 L in one gal.,2.5639e+12;1.2819e+10,numerical_tolerance
Convert 0.03261 kft to nm. There are 3.2808 ft in one m.,9.9395e+09;4.9698e+07,numerical_tolerance
Convert 0.009268 ML to cgal. There are 3.7854 L in one gal.,2.4483e+05;1224.2,numerical_tolerance
Convert 40.74 L to kgal. There are 3.7854 L in one gal.,0.010762;5.3812e-05,numerical_tolerance
Convert 17.3 cal to nJ. There are 4.184 J in one cal.,7.2383e+10;3.6192e+08,numerical_tolerance
Convert 591.95 s to mmin. There are 60 s in one min.,9865.8;49.329,numerical_tolerance
Convert 0.5398 cal to µJ. There are 4.184 J in one cal.,2.2585e+06;11293,numerical_tolerance
Convert 0.46228 Mmin to µday. There are 1440 min in one day.,3.2103e+08;1.6051e+06,numerical_tolerance
Convert 54.320 Mlb to Mg. There are 453.59 g in one lb.,24639;123.2,numerical_tolerance
Convert 1.675 ft to nm. There are 3.2808 ft in one m.,5.1054e+08;2.5527e+06,numerical_tolerance
Convert 0.01771 cal to µJ. There are 4.184 J in one cal.,74099;370.49,numerical_tolerance
Convert 12.471 nmi to mm. There are 1609.3 m in one mi.,0.02007;0.00010035,numerical_tolerance
Convert 1.995 atm to kPa. There are 1.0132e5 Pa in one atm.,202.14;1.0107,numerical_tolerance
Convert 0.009682 min to ns. There are 60 s in one min.,5.8092e+08;2.9046e+06,numerical_tolerance
Convert 45.4 ft to cmi. There are 5280 ft in one mi.,0.85985;0.0042993,numerical_tolerance
Convert 0.41496 mday to ms. There are 8.64e4 s in one day.,35853;179.26,numerical_tolerance
Convert 0.06451 kg to moz. There are 28.349 g in one oz.,2275.5;11.378,numerical_tolerance
Convert 416.84 day to µmin. There are 1440 min in one day.,6.0025e+11;3.0012e+09,numerical_tolerance
Convert 0.7281 mi to cm. There are 1609.3 m in one mi.,1.1718e+05;585.88,numerical_tolerance
Convert 0.24793 atm to kmmHg. There are 760 mmHg in one atm.,0.18843;0.00094214,numerical_tolerance
Convert 0.001005 Torr to µpsi. There are 51.715 Torr in one psi.,19.433;0.097167,numerical_tolerance
Convert 60.26 gal to nL. There are 3.7854 L in one gal.,2.2811e+11;1.1405e+09,numerical_tolerance
Convert 5.8554 Gmin to nday. There are 1440 min in one day.,4.0663e+15;2.0331e+13,numerical_tolerance
Convert 618.57 cal to kJ. There are 4.184 J in one cal.,2.5881;0.01294,numerical_tolerance
Convert 0.27440 cal to µJ. There are 4.184 J in one cal.,1.1481e+06;5740.4,numerical_tolerance
Convert 0.005897 L to cgal. There are 3.7854 L in one gal.,0.15578;0.00077891,numerical_tolerance
Convert 0.806 MmmHg to mTorr. There are 1 mmHg in one Torr.,8.06e+08;4.03e+06,numerical_tolerance
Convert 0.001731 J to ccal. There are 4.184 J in one cal.,0.041372;0.00020686,numerical_tolerance
Convert 7.2353 kJ to µcal. There are 4.184 J in one cal.,1.7293e+09;8.6464e+06,numerical_tolerance
Convert 0.20895 Glb to µoz. There are 16 oz in one lb.,3.3432e+15;1.6716e+13,numerical_tolerance
Convert 105 oz to mg. There are 28.349 g in one oz.,2.9767e+06;14883,numerical_tolerance
Convert 8.263 gal to µL. There are 3.7854 L in one gal.,3.1279e+07;1.5639e+05,numerical_tolerance
Convert 4.860 mi to cft. There are 5280 ft in one mi.,2.5661e+06;12830,numerical_tolerance
Convert 309.8 ccal to µJ. There are 4.184 J in one cal.,1.2962e+07;64810,numerical_tolerance
Convert 2.161 oz to µg. There are 28.349 g in one oz.,6.1263e+07;3.0632e+05,numerical_tolerance
Convert 0.002116 mcal to µJ. There are 4.184 J in one cal.,8.8533;0.044267,numerical_tolerance
Convert 0.040521 atm to mpsi. There are 14.696 psi in one atm.,595.49;2.9775,numerical_tolerance
Convert 0.016124 Gm to cft. There are 3.2808 ft in one m.,5.29e+09;2.645e+07,numerical_tolerance
Convert 3.495 bar to nTorr. There are 750.06 Torr in one bar.,2.6215e+12;1.3107e+10,numerical_tolerance
Convert 0.0742 cal to cJ. There are 4.184 J in one cal.,31.045;0.15523,numerical_tolerance
Convert 0.0698 g to mlb. There are 453.59 g in one lb.,0.15388;0.00076941,numerical_tolerance
Convert 245.06 atm to µpsi. There are 14.696 psi in one atm.,3.6014e+09;1.8007e+07,numerical_tolerance
Convert 3.283 day to µhr. There are 24 hr in one day.,7.8792e+07;3.9396e+05,numerical_tolerance
Convert 0.6427 cmin to nhr. There are 60 min in one hr.,1.0712e+05;535.58,numerical_tolerance
Convert 0.0207 J to ccal. There are 4.184 J in one cal.,0.49474;0.0024737,numerical_tolerance
Convert 0.01200 cm to nmi. There are 1609.3 m in one mi.,74.565;0.37282,numerical_tolerance
Convert 0.35312 L to ngal. There are 3.7854 L in one gal.,9.3284e+07;4.6642e+05,numerical_tolerance
Convert 0.73647 mJ to ccal. There are 4.184 J in one cal.,0.017602;8.801e-05,numerical_tolerance
Convert 0.009311 gal to cL. There are 3.7854 L in one gal.,3.5246;0.017623,numerical_tolerance
Convert 0.21986 lb to ng. There are 453.59 g in one lb.,9.9727e+10;4.9863e+08,numerical_tolerance
Convert 7.374 lb to coz. There are 16 oz in one lb.,11798;58.992,numerical_tolerance
Convert 506 µmmHg to nPa. There are 133.32 Pa in one mmHg.,6.7461e+07;3.373e+05,numerical_tolerance
Convert 0.0328 Torr to mPa. There are 133.32 Pa in one Torr.,4373;21.865,numerical_tolerance
Convert 432 cal to cJ. There are 4.184 J in one cal.,1.8075e+05;903.74,numerical_tolerance
Convert 509 bar to natm. There are 1.0132 bar in one atm.,5.0234e+11;2.5117e+09,numerical_tolerance
Convert 92.596 day to Ms. There are 8.64e4 s in one day.,8.0003;0.040001,numerical_tolerance
Convert 29.2 s to µday. There are 8.64e4 s in one day.,337.96;1.6898,numerical_tolerance
Convert 0.2447 mmHg to mTorr. There are 1 mmHg in one Torr.,244.7;1.2235,numerical_tolerance
Convert 842 cal to kJ. There are 4.184 J in one cal.,3.5229;0.017615,numerical_tolerance
Convert 719.65 L to kgal. There are 3.7854 L in one gal.,0.19011;0.00095056,numerical_tolerance
Convert 14.7 mmHg to nTorr. There are 1 mmHg in one Torr.,1.47e+10;7.35e+07,numerical_tolerance
Convert 0.0010418 g to nlb. There are 453.59 g in one lb.,2296.8;11.484,numerical_tolerance
Convert 0.0160 ccal to cJ. There are 4.184 J in one cal.,0.066944;0.00033472,numerical_tolerance
Convert 7.829 Mgal to ML. There are 3.7854 L in one gal.,29.636;0.14818,numerical_tolerance
Convert 0.010306 oz to mlb. There are 16 oz in one lb.,0.64412;0.0032206,numerical_tolerance
Convert 0.047946 mi to nm. There are 1609.3 m in one mi.,7.7161e+10;3.8581e+08,numerical_tolerance
Convert 0.00115 hr to mday. There are 24 hr in one day.,0.047917;0.00023958,numerical_tolerance
Convert 0.0074965 psi to cbar. There are 14.504 psi in one bar.,0.051687;0.00025843,numerical_tolerance
Convert 2.0213 day to ks. There are 8.64e4 s in one day.,174.64;0.8732,numerical_tolerance
Convert 0.0158 J to mcal. There are 4.184 J in one cal.,3.7763;0.018881,numerical_tolerance
Convert 0.029089 min to µhr. There are 60 min in one hr.,484.82;2.4241,numerical_tolerance
Convert 272 cal to mJ. There are 4.184 J in one cal.,1.138e+06;5690.2,numerical_tolerance
Convert 2.434 mi to cm. There are 1609.3 m in one mi.,3.9171e+05;1958.6,numerical_tolerance
Convert 2.814 g to coz. There are 28.349 g in one oz.,9.9261;0.049631,numerical_tolerance
Convert 261.0 ft to µmi. There are 5280 ft in one mi.,49432;247.16,numerical_tolerance
Convert 0.627 kgal to nL. There are 3.7854 L in one gal.,2.3735e+12;1.1867e+10,numerical_tolerance
Convert 0.2024 cal to mJ. There are 4.184 J in one cal.,846.84;4.2342,numerical_tolerance
Convert 0.87749 hr to nmin. There are 60 min in one hr.,5.2649e+10;2.6325e+08,numerical_tolerance
Convert 392 cs to µday. There are 8.64e4 s in one day.,45.37;0.22685,numerical_tolerance
Convert 0.004616 Glb to Gg. There are 453.59 g in one lb.,2.0938;0.010469,numerical_tolerance
Convert 147.77 cal to kJ. There are 4.184 J in one cal.,0.61827;0.0030913,numerical_tolerance
Convert 905.3 L to cgal. There are 3.7854 L in one gal.,23916;119.58,numerical_tolerance
Convert 0.0010698 cal to cJ. There are 4.184 J in one cal.,0.4476;0.002238,numerical_tolerance
Convert 51.531 cal to nJ. There are 4.184 J in one cal.,2.1561e+11;1.078e+09,numerical_tolerance
Convert 10.881 lb to coz. There are 16 oz in one lb.,17410;87.048,numerical_tolerance
Convert 4.4058 lb to µg. There are 453.59 g in one lb.,1.9984e+09;9.9922e+06,numerical_tolerance
Convert 0.1725 hr to ks. There are 3600 s in one hr.,0.621;0.003105,numerical_tolerance
Convert 99.6 g to moz. There are 28.349 g in one oz.,3513.3;17.566,numerical_tolerance
Convert 144 g to µoz. There are 28.349 g in one oz.,5.0795e+06;25397,numerical_tolerance
Convert 0.275 kbar to matm. There are 1.0132 bar in one atm.,2.714e+05;1357,numerical_tolerance
Convert 27.634 Gday to cs. There are 8.64e4 s in one day.,2.3876e+17;1.1938e+15,numerical_tolerance
Convert 80.381 m to kft. There are 3.2808 ft in one m.,0.26372;0.0013186,numerical_tolerance
Convert 16.4 J to ncal. There are 4.184 J in one cal.,3.9197e+09;1.9598e+07,numerical_tolerance
Convert 0.037321 m to µft. There are 3.2808 ft in one m.,1.2244e+05;612.22,numerical_tolerance
Convert 148 Gday to cs. There are 8.64e4 s in one day.,1.2787e+18;6.3936e+15,numerical_tolerance
Convert 13.150 gal to mL. There are 3.7854 L in one gal.,49778;248.89,numerical_tolerance
Convert 0.00134 ft to nmi. There are 5280 ft in one mi.,253.79;1.2689,numerical_tolerance
Convert 67.291 psi to mTorr. There are 51.715 Torr in one psi.,3.48e+06;17400,numerical_tolerance
Convert 47.5 min to nday. There are 1440 min in one day.,3.2986e+07;1.6493e+05,numerical_tolerance
Convert 26.69 s to mmin. There are 60 s in one min.,444.83;2.2242,numerical_tolerance
Convert 0.0012921 ft to µm. There are 3.2808 ft in one m.,393.83;1.9692,numerical_tolerance
Convert 12.242 L to ngal. There are 3.7854 L in one gal.,3.234e+09;1.617e+07,numerical_tolerance
Convert 0.2504 mmHg to npsi. There are 51.715 mmHg in one psi.,4.8419e+06;24210,numerical_tolerance
Convert 0.063945 ft to µmi. There are 5280 ft in one mi.,12.111;0.060554,numerical_tolerance
Convert 0.1357 mhr to ns. There are 3600 s in one hr.,4.8852e+08;2.4426e+06,numerical_tolerance
Convert 0.00471 L to mgal. There are 3.7854 L in one gal.,1.2443;0.0062213,numerical_tolerance
Convert 0.01323 J to ncal. There are 4.184 J in one cal.,3.162e+06;15810,numerical_tolerance
Convert 181.8 gal to µL. There are 3.7854 L in one gal.,6.8819e+08;3.4409e+06,numerical_tolerance
Convert 786.8 day to Mhr. There are 24 hr in one day.,0.018883;9.4416e-05,numerical_tolerance
Convert 39.70 atm to µmmHg. There are 760 mmHg in one atm.,3.0172e+10;1.5086e+08,numerical_tolerance
Convert 563.8 Gpsi to natm. There are 14.696 psi in one atm.,3.8364e+19;1.9182e+17,numerical_tolerance
Convert 0.001584 gal to cL. There are 3.7854 L in one gal.,0.59961;0.002998,numerical_tolerance
Convert 493.15 Moz to Glb. There are 16 oz in one lb.,0.030822;0.00015411,numerical_tolerance
Convert 285 psi to mbar. There are 14.504 psi in one bar.,19650;98.25,numerical_tolerance
Convert 4.6221 cal to nJ. There are 4.184 J in one cal.,1.9339e+10;9.6694e+07,numerical_tolerance
Convert 0.012791 cal to µJ. There are 4.184 J in one cal.,53518;267.59,numerical_tolerance
Convert 383.7 bar to µmmHg. There are 750.06 mmHg in one bar.,2.878e+11;1.439e+09,numerical_tolerance
Convert 0.00179 cal to nJ. There are 4.184 J in one cal.,7.4894e+06;37447,numerical_tolerance
Convert 71.067 cal to nJ. There are 4.184 J in one cal.,2.9734e+11;1.4867e+09,numerical_tolerance
Convert 166 hr to mday. There are 24 hr in one day.,6916.7;34.583,numerical_tolerance
Convert 0.00263 day to µmin. There are 1440 min in one day.,3.7872e+06;18936,numerical_tolerance
Convert 32.866 mday to µmin. There are 1440 min in one day.,4.7327e+07;2.3664e+05,numerical_tolerance
Convert 26.320 hr to cday. There are 24 hr in one day.,109.67;0.54833,numerical_tolerance
Convert 0.6505 Pa to cmmHg. There are 133.32 Pa in one mmHg.,0.48792;0.0024396,numerical_tolerance
Convert 681.3 day to khr. There are 24 hr in one day.,16.351;0.081756,numerical_tolerance
Convert 834.72 mi to µm. There are 1609.3 m in one mi.,1.3433e+12;6.7167e+09,numerical_tolerance
Convert 0.003200 hr to cday. There are 24 hr in one day.,0.013333;6.6667e-05,numerical_tolerance
Convert 0.0093375 min to chr. There are 60 min in one hr.,0.015563;7.7813e-05,numerical_tolerance
Convert 0.0064058 mcal to mJ. There are 4.184 J in one cal.,0.026802;0.00013401,numerical_tolerance
Convert 0.00806 gal to µL. There are 3.7854 L in one gal.,30510;152.55,numerical_tolerance
Convert 8.03 GL to ngal. There are 3.7854 L in one gal.,2.1213e+18;1.0607e+16,numerical_tolerance
Convert 39.2 mi to nm. There are 1609.3 m in one mi.,6.3086e+13;3.1543e+11,numerical_tolerance
Convert 0.82535 Torr to nmmHg. There are 1 Torr in one mmHg.,8.2535e+08;4.1268e+06,numerical_tolerance
Convert 128.1 L to mgal. There are 3.7854 L in one gal.,33840;169.2,numerical_tolerance
Convert 9.277 cal to cJ. There are 4.184 J in one cal.,3881.5;19.407,numerical_tolerance
Convert 0.0131 khr to µmin. There are 60 min in one hr.,7.86e+08;3.93e+06,numerical_tolerance
Convert 3.27 lb to koz. There are 16 oz in one lb.,0.05232;0.0002616,numerical_tolerance
Convert 0.1401 mi to mft. There are 5280 ft in one mi.,7.3973e+05;3698.6,numerical_tolerance
Convert 0.06220 psi to mmmHg. There are 51.715 mmHg in one psi.,3216.7;16.083,numerical_tolerance
Convert 477 oz to µlb. There are 16 oz in one lb.,2.9812e+07;1.4906e+05,numerical_tolerance
Convert 0.0011655 ft to nm. There are 3.2808 ft in one m.,3.5524e+05;1776.2,numerical_tolerance
Convert 32.16 mi to µft. There are 5280 ft in one mi.,1.698e+11;8.4902e+08,numerical_tolerance
Convert 0.01880 cal to µJ. There are 4.184 J in one cal.,78659;393.3,numerical_tolerance
Convert 0.094011 mi to µft. There are 5280 ft in one mi.,4.9638e+08;2.4819e+06,numerical_tolerance
Convert 42.057 Mday to ks. There are 8.64e4 s in one day.,3.6337e+09;1.8169e+07,numerical_tolerance
Convert 35.0 oz to mg. There are 28.349 g in one oz.,9.9223e+05;4961.2,numerical_tolerance
Convert 0.1326 khr to cday. There are 24 hr in one day.,552.5;2.7625,numerical_tolerance
Convert 0.053295 mft to µmi. There are 5280 ft in one mi.,0.010094;5.0469e-05,numerical_tolerance
Convert 9.2814 ccal to mJ. There are 4.184 J in one cal.,388.33;1.9417,numerical_tolerance
Convert 0.19813 s to µhr. There are 3600 s in one hr.,55.036;0.27518,numerical_tolerance
Convert 302 nJ to µcal. There are 4.184 J in one cal.,0.07218;0.0003609,numerical_tolerance
Convert 0.0375 J to mcal. There are 4.184 J in one cal.,8.9627;0.044814,numerical_tolerance
Convert 0.0273 Gg to koz. There are 28.349 g in one oz.,962.98;4.8149,numerical_tolerance
Convert 0.51188 mi to cm. There are 1609.3 m in one mi.,82379;411.89,numerical_tolerance
Convert 668 J to ccal. There are 4.184 J in one cal.,15966;79.828,numerical_tolerance
Convert 0.017389 day to kmin. There are 1440 min in one day.,0.02504;0.0001252,numerical_tolerance
Convert 0.040941 J to ccal. There are 4.184 J in one cal.,0.97851;0.0048926,numerical_tolerance
Convert 462 J to kcal. There are 4.184 J in one cal.,0.11042;0.0005521,numerical_tolerance
