question,correct_answers,question_type
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>819.04733 ± 3.51485,819 ± 4;819±4;8.19e2 ± 4e0;8.19e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>739.03405 ± 27.7956,740 ± 30;740±30;7.4e2 ± 3e1;7.4e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>191.5286 ± 0.24260,191.5 ± 0.2;191.5±0.2;1.915e2 ± 2e-1;1.915e2±2e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>461.35749 ± 33.780,460 ± 30;460±30;4.6e2 ± 3e1;4.6e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>525.4509 ± 7.6176,525 ± 8;525±8;5.25e2 ± 8e0;5.25e2±8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>10.915168 ± 0.024840,10.92 ± 0.02;10.92±0.02;1.092e1 ± 2e-2;1.092e1±2e-2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>263.8329 ± 0.720419,263.8 ± 0.7;263.8±0.7;2.638e2 ± 7e-1;2.638e2±7e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>24.03740 ± 0.091235,24.04 ± 0.09;24.04±0.09;2.404e1 ± 9e-2;2.404e1±9e-2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>356.18149 ± 6.92763,356 ± 7;356±7;3.56e2 ± 7e0;3.56e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>136.8860 ± 0.867563,136.9 ± 0.9;136.9±0.9;1.369e2 ± 9e-1;1.369e2±9e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>662.72656 ± 186.64,660 ± 190;660±190;6.6e2 ± 1.9e2;6.6e2±1.9e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>537.79276 ± 25.2886,540 ± 30;540±30;5.4e2 ± 3e1;5.4e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>106.9004 ± 0.37738,106.9 ± 0.4;106.9±0.4;1.069e2 ± 4e-1;1.069e2±4e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>68.85319 ± 2.42396,69 ± 2;69±2;6.9e1 ± 2e0;6.9e1±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>434.31441 ± 4.6303,434 ± 5;434±5;4.34e2 ± 5e0;4.34e2±5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>757.41171 ± 13.4164,757 ± 13;757±13;7.57e2 ± 1.3e1;7.57e2±1.3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>791.69025 ± 119.22,790 ± 120;790±120;7.9e2 ± 1.2e2;7.9e2±1.2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>437.2433 ± 6.8272,437 ± 7;437±7;4.37e2 ± 7e0;4.37e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>230.43540 ± 5.60550,230. ± 6;230.±6;2.30e2 ± 6e0;2.30e2±6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>825.65794 ± 322.43,800 ± 300;800±300;8e2 ± 3e2;8e2±3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>896.55396 ± 42.6799,9.0e2 ± 40;9.0e2±40;9.0e2 ± 4e1;9.0e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>935.33044 ± 28.5879,940 ± 30;940±30;9.4e2 ± 3e1;9.4e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>896.7994 ± 39.9267,9.0e2 ± 40;9.0e2±40;9.0e2 ± 4e1;9.0e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>994.7607 ± 7.2327,995 ± 7;995±7;9.95e2 ± 7e0;9.95e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>959.43525 ± 73.5158,960 ± 70;960±70;9.6e2 ± 7e1;9.6e2±7e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>927.3172 ± 24.2361,930 ± 20;930±20;9.3e2 ± 2e1;9.3e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>218.3218 ± 0.65550,218.3 ± 0.7;218.3±0.7;2.183e2 ± 7e-1;2.183e2±7e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>133.1634 ± 20.697,130 ± 20;130±20;1.3e2 ± 2e1;1.3e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>841.27501 ± 295.48,800 ± 300;800±300;8e2 ± 3e2;8e2±3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>866.20953 ± 100.505,870 ± 1.0e2;870±1.0e2;8.7e2 ± 1.0e2;8.7e2±1.0e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>822.84871 ± 5.6404,823 ± 6;823±6;8.23e2 ± 6e0;8.23e2±6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>810.6395 ± 4.2532,811 ± 4;811±4;8.11e2 ± 4e0;8.11e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>33.857467 ± 1.80468,33.9 ± 1.8;33.9±1.8;3.39e1 ± 1.8e0;3.39e1±1.8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>923.6770 ± 295.713,900 ± 300;900±300;9e2 ± 3e2;9e2±3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>857.2311 ± 11.4312,857 ± 11;857±11;8.57e2 ± 1.1e1;8.57e2±1.1e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>384.6761 ± 96.4467,380 ± 1.0e2;380±1.0e2;3.8e2 ± 1.0e2;3.8e2±1.0e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>548.76408 ± 0.642485,548.8 ± 0.6;548.8±0.6;5.488e2 ± 6e-1;5.488e2±6e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>402.97385 ± 165.657,4.0e2 ± 170;4.0e2±170;4.0e2 ± 1.7e2;4.0e2±1.7e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>486.6851 ± 7.1789,487 ± 7;487±7;4.87e2 ± 7e0;4.87e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>64.567340 ± 0.0831496,64.57 ± 0.08;64.57±0.08;6.457e1 ± 8e-2;6.457e1±8e-2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>256.65961 ± 3.21908,257 ± 3;257±3;2.57e2 ± 3e0;2.57e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>953.8706 ± 20.8654,950 ± 20;950±20;9.5e2 ± 2e1;9.5e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>113.23135 ± 9.0257,113 ± 9;113±9;1.13e2 ± 9e0;1.13e2±9e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>698.73622 ± 253.52,700 ± 300;700±300;7e2 ± 3e2;7e2±3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>330.0681 ± 40.1403,330 ± 40;330±40;3.3e2 ± 4e1;3.3e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>147.6986 ± 11.2308,148 ± 11;148±11;1.48e2 ± 1.1e1;1.48e2±1.1e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>465.9866 ± 1.1169,466.0 ± 1.1;466.0±1.1;4.660e2 ± 1.1e0;4.660e2±1.1e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>821.01768 ± 102.23,820 ± 1.0e2;820±1.0e2;8.2e2 ± 1.0e2;8.2e2±1.0e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>160.21060 ± 16.4925,160. ± 16;160.±16;1.60e2 ± 1.6e1;1.60e2±1.6e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>803.7120 ± 10.340,804 ± 10.;804±10.;8.04e2 ± 1.0e1;8.04e2±1.0e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>195.69030 ± 89.5855,2.0e2 ± 90;2.0e2±90;2.0e2 ± 9e1;2.0e2±9e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>235.6853 ± 1.19370,235.7 ± 1.2;235.7±1.2;2.357e2 ± 1.2e0;2.357e2±1.2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>780.1324 ± 13.8485,780. ± 14;780.±14;7.80e2 ± 1.4e1;7.80e2±1.4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>75.675585 ± 11.2012,76 ± 11;76±11;7.6e1 ± 1.1e1;7.6e1±1.1e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>889.90543 ± 167.58,890 ± 170;890±170;8.9e2 ± 1.7e2;8.9e2±1.7e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>560.47400 ± 249.71,600 ± 200;600±200;6e2 ± 2e2;6e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>349.33775 ± 3.7959,349 ± 4;349±4;3.49e2 ± 4e0;3.49e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>441.68207 ± 1.61543,441.7 ± 1.6;441.7±1.6;4.417e2 ± 1.6e0;4.417e2±1.6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>617.16765 ± 8.2757,617 ± 8;617±8;6.17e2 ± 8e0;6.17e2±8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>290.3430 ± 22.0195,290 ± 20;290±20;2.9e2 ± 2e1;2.9e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>234.9018 ± 93.391,230 ± 90;230±90;2.3e2 ± 9e1;2.3e2±9e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>278.75317 ± 5.14791,279 ± 5;279±5;2.79e2 ± 5e0;2.79e2±5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>600.94367 ± 4.85998,601 ± 5;601±5;6.01e2 ± 5e0;6.01e2±5e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>500.8493 ± 2.8876,501 ± 3;501±3;5.01e2 ± 3e0;5.01e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>438.7582 ± 47.1018,440 ± 50;440±50;4.4e2 ± 5e1;4.4e2±5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>910.8285 ± 1.24299,910.8 ± 1.2;910.8±1.2;9.108e2 ± 1.2e0;9.108e2±1.2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>794.28425 ± 320.28,800 ± 300;800±300;8e2 ± 3e2;8e2±3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>851.81379 ± 32.906,850 ± 30;850±30;8.5e2 ± 3e1;8.5e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>984.4270 ± 53.6424,980 ± 50;980±50;9.8e2 ± 5e1;9.8e2±5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>186.53547 ± 1.0827,186.5 ± 1.1;186.5±1.1;1.865e2 ± 1.1e0;1.865e2±1.1e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>817.39142 ± 8.41009,817 ± 8;817±8;8.17e2 ± 8e0;8.17e2±8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>296.75623 ± 0.919524,296.8 ± 0.9;296.8±0.9;2.968e2 ± 9e-1;2.968e2±9e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>497.7678 ± 13.2886,498 ± 13;498±13;4.98e2 ± 1.3e1;4.98e2±1.3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>315.2309 ± 4.25186,315 ± 4;315±4;3.15e2 ± 4e0;3.15e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>26.23021 ± 0.10411,26.23 ± 0.10;26.23±0.10;2.623e1 ± 1.0e-1;2.623e1±1.0e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>839.3096 ± 98.029,840 ± 1.0e2;840±1.0e2;8.4e2 ± 1.0e2;8.4e2±1.0e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>730.2374 ± 10.9452,730. ± 11;730.±11;7.30e2 ± 1.1e1;7.30e2±1.1e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>341.65024 ± 3.13792,342 ± 3;342±3;3.42e2 ± 3e0;3.42e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>276.05121 ± 0.960769,276.1 ± 1.0;276.1±1.0;2.761e2 ± 1.0e0;2.761e2±1.0e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>727.3461 ± 243.90,700 ± 200;700±200;7e2 ± 2e2;7e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>925.8888 ± 53.662,930 ± 50;930±50;9.3e2 ± 5e1;9.3e2±5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>932.9388 ± 22.437,930 ± 20;930±20;9.3e2 ± 2e1;9.3e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>782.80357 ± 52.025,780 ± 50;780±50;7.8e2 ± 5e1;7.8e2±5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>762.09550 ± 88.4911,760 ± 90;760±90;7.6e2 ± 9e1;7.6e2±9e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>302.19930 ± 67.7155,3.0e2 ± 70;3.0e2±70;3.0e2 ± 7e1;3.0e2±7e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>855.9195 ± 91.416,860 ± 90;860±90;8.6e2 ± 9e1;8.6e2±9e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>171.4695 ± 10.376,171 ± 10.;171±10.;1.71e2 ± 1.0e1;1.71e2±1.0e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>524.40151 ± 224.31,500 ± 200;500±200;5e2 ± 2e2;5e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>513.2683 ± 57.371,510 ± 60;510±60;5.1e2 ± 6e1;5.1e2±6e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>357.9841 ± 113.12,360 ± 110;360±110;3.6e2 ± 1.1e2;3.6e2±1.1e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>441.16921 ± 4.24822,441 ± 4;441±4;4.41e2 ± 4e0;4.41e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>802.38648 ± 278.31,800 ± 300;800±300;8e2 ± 3e2;8e2±3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>26.868389 ± 2.13306,27 ± 2;27±2;2.7e1 ± 2e0;2.7e1±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>44.788763 ± 0.317074,44.8 ± 0.3;44.8±0.3;4.48e1 ± 3e-1;4.48e1±3e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>628.51769 ± 0.70555,628.5 ± 0.7;628.5±0.7;6.285e2 ± 7e-1;6.285e2±7e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>765.50547 ± 1.55678,765.5 ± 1.6;765.5±1.6;7.655e2 ± 1.6e0;7.655e2±1.6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>160.11469 ± 75.269,160 ± 80;160±80;1.6e2 ± 8e1;1.6e2±8e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>855.7332 ± 1.19576,855.7 ± 1.2;855.7±1.2;8.557e2 ± 1.2e0;8.557e2±1.2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>894.5399 ± 8.8030,895 ± 9;895±9;8.95e2 ± 9e0;8.95e2±9e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>943.1969 ± 194.23,940 ± 190;940±190;9.4e2 ± 1.9e2;9.4e2±1.9e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>952.21792 ± 2.91747,952 ± 3;952±3;9.52e2 ± 3e0;9.52e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>824.05636 ± 41.4238,820 ± 40;820±40;8.2e2 ± 4e1;8.2e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>923.1308 ± 1.10473,923.1 ± 1.1;923.1±1.1;9.231e2 ± 1.1e0;9.231e2±1.1e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>78.954512 ± 4.10791,79 ± 4;79±4;7.9e1 ± 4e0;7.9e1±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>701.7586 ± 10.2786,702 ± 10.;702±10.;7.02e2 ± 1.0e1;7.02e2±1.0e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>928.5717 ± 132.555,930 ± 130;930±130;9.3e2 ± 1.3e2;9.3e2±1.3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>760.9610 ± 1.38369,761.0 ± 1.4;761.0±1.4;7.610e2 ± 1.4e0;7.610e2±1.4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>174.9940 ± 2.17611,175 ± 2;175±2;1.75e2 ± 2e0;1.75e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>402.5492 ± 0.517948,402.5 ± 0.5;402.5±0.5;4.025e2 ± 5e-1;4.025e2±5e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>447.5190 ± 10.8467,448 ± 11;448±11;4.48e2 ± 1.1e1;4.48e2±1.1e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>402.5868 ± 24.012,4.0e2 ± 20;4.0e2±20;4.0e2 ± 2e1;4.0e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>987.20823 ± 2.7383,987 ± 3;987±3;9.87e2 ± 3e0;9.87e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>73.192361 ± 0.0754732,73.19 ± 0.08;73.19±0.08;7.319e1 ± 8e-2;7.319e1±8e-2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>835.65229 ± 1.7859,835.7 ± 1.8;835.7±1.8;8.357e2 ± 1.8e0;8.357e2±1.8e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>277.34152 ± 2.02361,277 ± 2;277±2;2.77e2 ± 2e0;2.77e2±2e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>615.27968 ± 112.099,620 ± 110;620±110;6.2e2 ± 1.1e2;6.2e2±1.1e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>638.0823 ± 275.86,600 ± 300;600±300;6e2 ± 3e2;6e2±3e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>765.43108 ± 38.9210,770 ± 40;770±40;7.7e2 ± 4e1;7.7e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>789.4009 ± 3.28067,789 ± 3;789±3;7.89e2 ± 3e0;7.89e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>788.7170 ± 168.731,790 ± 170;790±170;7.9e2 ± 1.7e2;7.9e2±1.7e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>34.18130 ± 1.62611,34.2 ± 1.6;34.2±1.6;3.42e1 ± 1.6e0;3.42e1±1.6e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>433.23527 ± 2.5376,433 ± 3;433±3;4.33e2 ± 3e0;4.33e2±3e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>607.3623 ± 106.986,610 ± 110;610±110;6.1e2 ± 1.1e2;6.1e2±1.1e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>139.1049 ± 0.408939,139.1 ± 0.4;139.1±0.4;1.391e2 ± 4e-1;1.391e2±4e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>220.35879 ± 0.88344,220.4 ± 0.9;220.4±0.9;2.204e2 ± 9e-1;2.204e2±9e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>831.11400 ± 27.382,830 ± 30;830±30;8.3e2 ± 3e1;8.3e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>400.3882 ± 0.523647,400.4 ± 0.5;400.4±0.5;4.004e2 ± 5e-1;4.004e2±5e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>168.06535 ± 9.3265,168 ± 9;168±9;1.68e2 ± 9e0;1.68e2±9e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>718.5252 ± 148.58,720 ± 150;720±150;7.2e2 ± 1.5e2;7.2e2±1.5e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>934.31496 ± 24.362,930 ± 20;930±20;9.3e2 ± 2e1;9.3e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>656.56904 ± 1.0706,656.6 ± 1.1;656.6±1.1;6.566e2 ± 1.1e0;6.566e2±1.1e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>846.4621 ± 187.320,850 ± 190;850±190;8.5e2 ± 1.9e2;8.5e2±1.9e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>700.73139 ± 50.740,7.0e2 ± 50;7.0e2±50;7.0e2 ± 5e1;7.0e2±5e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>32.839905 ± 4.2787,33 ± 4;33±4;3.3e1 ± 4e0;3.3e1±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>689.27084 ± 3.79375,689 ± 4;689±4;6.89e2 ± 4e0;6.89e2±4e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>438.59883 ± 0.54535,438.6 ± 0.5;438.6±0.5;4.386e2 ± 5e-1;4.386e2±5e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>559.39864 ± 222.034,600 ± 200;600±200;6e2 ± 2e2;6e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>137.25665 ± 25.526,140 ± 30;140±30;1.4e2 ± 3e1;1.4e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>355.46576 ± 144.85,360 ± 140;360±140;3.6e2 ± 1.4e2;3.6e2±1.4e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>405.5278 ± 40.7723,410 ± 40;410±40;4.1e2 ± 4e1;4.1e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>740.9081 ± 6.54321,741 ± 7;741±7;7.41e2 ± 7e0;7.41e2±7e0,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>822.58012 ± 89.912,820 ± 90;820±90;8.2e2 ± 9e1;8.2e2±9e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>690.08056 ± 157.28,690 ± 160;690±160;6.9e2 ± 1.6e2;6.9e2±1.6e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>545.2943 ± 0.60531,545.3 ± 0.6;545.3±0.6;5.453e2 ± 6e-1;5.453e2±6e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>306.71557 ± 42.310,310 ± 40;310±40;3.1e2 ± 4e1;3.1e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>609.35469 ± 35.0220,610 ± 40;610±40;6.1e2 ± 4e1;6.1e2±4e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>550.43312 ± 23.3022,550 ± 20;550±20;5.5e2 ± 2e1;5.5e2±2e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>772.6313 ± 91.991,770 ± 90;770±90;7.7e2 ± 9e1;7.7e2±9e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>246.22957 ± 55.3190,250 ± 60;250±60;2.5e2 ± 6e1;2.5e2±6e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>846.54070 ± 145.56,850 ± 150;850±150;8.5e2 ± 1.5e2;8.5e2±1.5e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>301.8532 ± 32.687,3.0e2 ± 30;3.0e2±30;3.0e2 ± 3e1;3.0e2±3e1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>488.45539 ± 0.94401,488.5 ± 0.9;488.5±0.9;4.885e2 ± 9e-1;4.885e2±9e-1,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>596.12167 ± 228.94,600 ± 200;600±200;6e2 ± 2e2;6e2±2e2,short_answer
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: <br>399.4344 ± 47.5770,4.0e2 ± 50;4.0e2±50;4.0e2 ± 5e1;4.0e2±5e1,short_answer
