question,correct_answers,question_type
"Calculate the 99.9 % confidence interval for the following measurement.<br>3.7 ± 0.4 K, n = 10<br>Use the ± symbol in your answer.",3.7 ± 0.6;3.7±0.6;3.7e0 ± 6e-1;3.7e0±6e-1,short_answer
"Is the value 800 atm in the 95 % confidence interval for the following measurement?<br>700 ± 200 atm, n = 15",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 450 h at the 50 % confidence level?<br>440 ± 30 h, n = 8",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>1.7e3 ± 4e2 mL, n = 60<br>Use the ± symbol in your answer.",1.70e3 ± 140;1.70e3±140;1.70e3 ± 1.4e2;1.70e3±1.4e2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>600 ± 300 mol, n = 20<br>Use the ± symbol in your answer.",600 ± 200;600±200;6e2 ± 2e2;6e2±2e2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>160 ± 40 mmHg, n = 60<br>Use the ± symbol in your answer.",160. ± 14;160.±14;1.60e2 ± 1.4e1;1.60e2±1.4e1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>4.5 ± 1.0 h, n = 1<br>Use the ± symbol in your answer.",5 ± 13;5±13;5e0 ± 1.3e1;5e0±1.3e1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>21 ± 2 A, n = 2<br>Use the ± symbol in your answer.",21 ± 9;21±9;2.1e1 ± 9e0;2.1e1±9e0,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>30. ± 9 mA, n = 7<br>Use the ± symbol in your answer.",30. ± 13;30.±13;3.0e1 ± 1.3e1;3.0e1±1.3e1,short_answer
"Is the value 0.023 Hz in the 95 % confidence interval for the following measurement?<br>0.025 ± 0.009 Hz, n = 60",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.016 ± 0.006 m, n = 20<br>Use the ± symbol in your answer.",0.016 ± 0.005;0.016±0.005;1.6e-2 ± 5e-3;1.6e-2±5e-3,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>180 ± 50 mbar, n = 3<br>Use the ± symbol in your answer.",200 ± 900;200±900;2e2 ± 9e2;2e2±9e2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.4 ± 0.2 Pa, n = 25<br>Use the ± symbol in your answer.",0.40 ± 0.08;0.40±0.08;4.0e-1 ± 8e-2;4.0e-1±8e-2,short_answer
"Does the following measurement agree with the known value of 23 K at the 50 % confidence level?<br>20. ± 8 K, n = 3",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>130 ± 50 mM, n = 20<br>Use the ± symbol in your answer.",130 ± 30;130±30;1.3e2 ± 3e1;1.3e2±3e1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.035 ± 0.011 mM, n = 1<br>Use the ± symbol in your answer.",0.04 ± 0.07;0.04±0.07;4e-2 ± 7e-2;4e-2±7e-2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>3.1e3 ± 7e2 K, n = 8<br>Use the ± symbol in your answer.",3100 ± 600;3100±600;3.1e3 ± 6e2;3.1e3±6e2,short_answer
"Is the value 11.1 m in the 99.9 % confidence interval for the following measurement?<br>9.3 ± 0.9 m, n = 10",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 24 kV at the 99 % confidence level?<br>19 ± 2 kV, n = 4",Yes;yes;Y;y,short_answer
"Is the value 0.5 m in the 50 % confidence interval for the following measurement?<br>0.5 ± 0.2 m, n = 60",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 0.02 J at the 99.9 % confidence level?<br>0.032 ± 0.008 J, n = 20",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>14 ± 2 cal, n = 9<br>Use the ± symbol in your answer.",14 ± 2;14±2;1.4e1 ± 2e0;1.4e1±2e0,short_answer
"Is the value 3000 A in the 99 % confidence interval for the following measurement?<br>1.7e3 ± 5e2 A, n = 6",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>37 ± 12 km, n = 30<br>Use the ± symbol in your answer.",37 ± 6;37±6;3.7e1 ± 6e0;3.7e1±6e0,short_answer
"Does the following measurement agree with the known value of 1400 h at the 50 % confidence level?<br>1.6e3 ± 6e2 h, n = 9",No;no;N;n,short_answer
"Is the value 620 L in the 99 % confidence interval for the following measurement?<br>630 ± 70 L, n = 120",Yes;yes;Y;y,short_answer
"Is the value 5000 atm in the 50 % confidence interval for the following measurement?<br>5e3 ± 2e3 atm, n = 10",Yes;yes;Y;y,short_answer
"Is the value 3400 yr in the 99 % confidence interval for the following measurement?<br>2.4e3 ± 2e2 yr, n = 3",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.19 ± 0.07 M, n = 4<br>Use the ± symbol in your answer.",0.2 ± 0.2;0.2±0.2;2e-1 ± 2e-1;2e-1±2e-1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>50 ± 20 kcal, n = 15<br>Use the ± symbol in your answer.",50. ± 4;50.±4;5.0e1 ± 4e0;5.0e1±4e0,short_answer
"Is the value 6010 mM in the 90 % confidence interval for the following measurement?<br>5.96e3 ± 9e1 mM, n = 10",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 2.6 mbar at the 95 % confidence level?<br>2.4 ± 0.7 mbar, n = 60",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.7 ± 0.2 kV, n = 1<br>Use the ± symbol in your answer.",0.7 ± 0.2;0.7±0.2;7e-1 ± 2e-1;7e-1±2e-1,short_answer
"Does the following measurement agree with the known value of 0.55 kV at the 50 % confidence level?<br>0.52 ± 0.10 kV, n = 10",No;no;N;n,short_answer
"Is the value 80 Torr in the 95 % confidence interval for the following measurement?<br>70 ± 30 Torr, n = 30",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>36.4 ± 0.7 m, n = 2<br>Use the ± symbol in your answer.",40 ± 30;40±30;4e1 ± 3e1;4e1±3e1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.048 ± 0.012 W, n = 2<br>Use the ± symbol in your answer.",0.05 ± 0.11;0.05±0.11;5e-2 ± 1.1e-1;5e-2±1.1e-1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>170 ± 60 K, n = 120<br>Use the ± symbol in your answer.",170. ± 9;170.±9;1.70e2 ± 9e0;1.70e2±9e0,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>9.1e3 ± 9e2 m, n = 8<br>Use the ± symbol in your answer.",9100 ± 600;9100±600;9.1e3 ± 6e2;9.1e3±6e2,short_answer
"Does the following measurement agree with the known value of -5 mL at the 99.9 % confidence level?<br>0.189 ± 0.008 mL, n = 2",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 2200 V at the 99.9 % confidence level?<br>1.5e3 ± 7e2 V, n = 30",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>120. ± 6 mM, n = 9<br>Use the ± symbol in your answer.",120. ± 7;120.±7;1.20e2 ± 7e0;1.20e2±7e0,short_answer
"Is the value 3.5 Hz in the 90 % confidence interval for the following measurement?<br>2.8 ± 1.4 Hz, n = 15",No;no;N;n,short_answer
"Is the value 80 Pa in the 90 % confidence interval for the following measurement?<br>70 ± 30 Pa, n = 25",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.37 ± 0.03 kPa, n = 3<br>Use the ± symbol in your answer.",0.37 ± 0.07;0.37±0.07;3.7e-1 ± 7e-2;3.7e-1±7e-2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>110 ± 20 m, n = 1<br>Use the ± symbol in your answer.",110 ± 130;110±130;1.1e2 ± 1.3e2;1.1e2±1.3e2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>24 ± 6 bar, n = 30<br>Use the ± symbol in your answer.",24 ± 3;24±3;2.4e1 ± 3e0;2.4e1±3e0,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>54 ± 7 mM, n = 15<br>Use the ± symbol in your answer.",54.0 ± 1.3;54.0±1.3;5.40e1 ± 1.3e0;5.40e1±1.3e0,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>250 ± 90 mbar, n = 2<br>Use the ± symbol in your answer.",0e0 ± 4000;0e0±4000;0e0 ± 4e3;0e0±4e3,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>210 ± 40 Torr, n = 5<br>Use the ± symbol in your answer.",200 ± 200;200±200;2e2 ± 2e2;2e2±2e2,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.17 ± 0.04 atm, n = 60<br>Use the ± symbol in your answer.",0.17 ± 0.02;0.17±0.02;1.7e-1 ± 2e-2;1.7e-1±2e-2,short_answer
"Is the value 490 s in the 90 % confidence interval for the following measurement?<br>4.0e2 ± 120 s, n = 10",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>4e3 ± 2e3 M, n = 2<br>Use the ± symbol in your answer.",0e0 ± 20000;0e0±20000;0e0 ± 2e4;0e0±2e4,short_answer
"Is the value 50 bar in the 95 % confidence interval for the following measurement?<br>70 ± 20 bar, n = 6",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.0132 g at the 50 % confidence level?<br>0.0136 ± 0.0004 g, n = 2",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 97 ms at the 90 % confidence level?<br>96 ± 2 ms, n = 40",No;no;N;n,short_answer
"Is the value -200 mbar in the 99 % confidence interval for the following measurement?<br>96 ± 5 mbar, n = 1",Yes;yes;Y;y,short_answer
"Is the value 0.012 mmHg in the 50 % confidence interval for the following measurement?<br>0.012 ± 0.002 mmHg, n = 20",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>9e3 ± 4e3 Torr, n = 15<br>Use the ± symbol in your answer.",9000 ± 2000;9000±2000;9e3 ± 2e3;9e3±2e3,short_answer
"Is the value 4 Pa in the 99.9 % confidence interval for the following measurement?<br>2.8 ± 1.2 Pa, n = 9",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.034 ± 0.014 mM, n = 4<br>Use the ± symbol in your answer.",0.03 ± 0.09;0.03±0.09;3e-2 ± 9e-2;3e-2±9e-2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>5.6 ± 0.2 M, n = 7<br>Use the ± symbol in your answer.",5.60 ± 0.05;5.60±0.05;5.60e0 ± 5e-2;5.60e0±5e-2,short_answer
"Does the following measurement agree with the known value of 0.1 nm at the 99 % confidence level?<br>0.5 ± 0.2 nm, n = 6",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>10. ± 2 Hz, n = 2<br>Use the ± symbol in your answer.",10.0 ± 1.4;10.0±1.4;1.00e1 ± 1.4e0;1.00e1±1.4e0,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.016 ± 0.005 kJ, n = 6<br>Use the ± symbol in your answer.",0.016 ± 0.014;0.016±0.014;1.6e-2 ± 1.4e-2;1.6e-2±1.4e-2,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>1.4 ± 0.3 Hz, n = 5<br>Use the ± symbol in your answer.",1.4 ± 1.2;1.4±1.2;1.4e0 ± 1.2e0;1.4e0±1.2e0,short_answer
"Is the value 1.074 mol in the 95 % confidence interval for the following measurement?<br>1.052 ± 0.012 mol, n = 5",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>2.0e3 ± 2e2 W, n = 40<br>Use the ± symbol in your answer.",2.00e3 ± 90;2.00e3±90;2.00e3 ± 9e1;2.00e3±9e1,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.39 ± 0.06 m, n = 1<br>Use the ± symbol in your answer.",0e0 ± 40;0e0±40;0e0 ± 4e1;0e0±4e1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>2.7 ± 0.8 h, n = 40<br>Use the ± symbol in your answer.",2.7 ± 0.3;2.7±0.3;2.7e0 ± 3e-1;2.7e0±3e-1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.16 ± 0.07 kPa, n = 1<br>Use the ± symbol in your answer.",0.16 ± 0.07;0.16±0.07;1.6e-1 ± 7e-2;1.6e-1±7e-2,short_answer
"Is the value 25 N in the 50 % confidence interval for the following measurement?<br>30. ± 7 N, n = 2",No;no;N;n,short_answer
"Is the value 0.07 m in the 50 % confidence interval for the following measurement?<br>0.08 ± 0.02 m, n = 2",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>6.6e3 ± 1.0e3 mL, n = 3<br>Use the ± symbol in your answer.",6600 ± 500;6600±500;6.6e3 ± 5e2;6.6e3±5e2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>6.7e3 ± 4e2 mM, n = 10<br>Use the ± symbol in your answer.",6700 ± 400;6700±400;6.7e3 ± 4e2;6.7e3±4e2,short_answer
"Does the following measurement agree with the known value of 0.7 kV at the 99 % confidence level?<br>1.2 ± 0.5 kV, n = 10",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>62 ± 9 W, n = 9<br>Use the ± symbol in your answer.",62 ± 2;62±2;6.2e1 ± 2e0;6.2e1±2e0,short_answer
"Does the following measurement agree with the known value of 3.6 M at the 90 % confidence level?<br>3.7 ± 0.2 M, n = 15",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>270 ± 80 cal, n = 6<br>Use the ± symbol in your answer.",270 ± 130;270±130;2.7e2 ± 1.3e2;2.7e2±1.3e2,short_answer
"Does the following measurement agree with the known value of 0.20 mol at the 99.9 % confidence level?<br>0.23 ± 0.04 mol, n = 30",No;no;N;n,short_answer
"Is the value -110 K in the 99.9 % confidence interval for the following measurement?<br>0.4 ± 0.2 K, n = 1",Yes;yes;Y;y,short_answer
"Is the value 29 yr in the 99.9 % confidence interval for the following measurement?<br>35 ± 6 yr, n = 10",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>6.5e3 ± 8e2 mM, n = 15<br>Use the ± symbol in your answer.",6500 ± 900;6500±900;6.5e3 ± 9e2;6.5e3±9e2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>1.0e4 ± 4e3 s, n = 120<br>Use the ± symbol in your answer.",1.00e4 ± 600;1.00e4±600;1.00e4 ± 6e2;1.00e4±6e2,short_answer
"Does the following measurement agree with the known value of 1.0e4 ms at the 99.9 % confidence level?<br>4.3e3 ± 1.2e3 ms, n = 4",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.011 ± 0.004 A, n = 2<br>Use the ± symbol in your answer.",0.0 ± 0.2;0.0±0.2;0e-55 ± 2e-1;0e-55±2e-1,short_answer
"Is the value 0.157 A in the 99 % confidence interval for the following measurement?<br>0.159 ± 0.006 A, n = 40",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 5000 kJ at the 90 % confidence level?<br>8e3 ± 3e3 kJ, n = 5",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 130 mol at the 90 % confidence level?<br>70 ± 30 mol, n = 3",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.84 ± 0.04 yr, n = 6<br>Use the ± symbol in your answer.",0.84 ± 0.03;0.84±0.03;8.4e-1 ± 3e-2;8.4e-1±3e-2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>13 ± 4 mbar, n = 6<br>Use the ± symbol in your answer.",13 ± 3;13±3;1.3e1 ± 3e0;1.3e1±3e0,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.0346 ± 0.0007 kJ, n = 60<br>Use the ± symbol in your answer.",0.03460 ± 0.00006;0.03460±0.00006;3.460e-2 ± 6e-5;3.460e-2±6e-5,short_answer
"Does the following measurement agree with the known value of 22 kg at the 99.9 % confidence level?<br>27 ± 5 kg, n = 30",No;no;N;n,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.4 ± 0.2 ms, n = 25<br>Use the ± symbol in your answer.",0.40 ± 0.03;0.40±0.03;4.0e-1 ± 3e-2;4.0e-1±3e-2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>2.9 ± 1.1 kJ, n = 30<br>Use the ± symbol in your answer.",2.9 ± 0.6;2.9±0.6;2.9e0 ± 6e-1;2.9e0±6e-1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>1.13e3 ± 1.4e2 bar, n = 4<br>Use the ± symbol in your answer.",1100 ± 200;1100±200;1.1e3 ± 2e2;1.1e3±2e2,short_answer
"Does the following measurement agree with the known value of 0.5 V at the 95 % confidence level?<br>0.28 ± 0.02 V, n = 2",No;no;N;n,short_answer
"Is the value -100 cal in the 99.9 % confidence interval for the following measurement?<br>80 ± 30 cal, n = 4",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.023 ± 0.007 km, n = 25<br>Use the ± symbol in your answer.",0.023 ± 0.002;0.023±0.002;2.3e-2 ± 2e-3;2.3e-2±2e-3,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.010 ± 0.003 nm, n = 6<br>Use the ± symbol in your answer.",0.010 ± 0.002;0.010±0.002;1.0e-2 ± 2e-3;1.0e-2±2e-3,short_answer
"Is the value 2300 mL in the 99 % confidence interval for the following measurement?<br>1.8e3 ± 6e2 mL, n = 20",No;no;N;n,short_answer
"Is the value 130 cal in the 99.9 % confidence interval for the following measurement?<br>42 ± 10. cal, n = 4",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.024 ± 0.005 M, n = 15<br>Use the ± symbol in your answer.",0.024 ± 0.004;0.024±0.004;2.4e-2 ± 4e-3;2.4e-2±4e-3,short_answer
"Does the following measurement agree with the known value of 1.4 mbar at the 90 % confidence level?<br>1.2 ± 0.3 mbar, n = 5",Yes;yes;Y;y,short_answer
"Is the value -4000 kPa in the 99 % confidence interval for the following measurement?<br>1.21e3 ± 1.0e2 kPa, n = 1",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>170 ± 30 kV, n = 4<br>Use the ± symbol in your answer.",170 ± 90;170±90;1.7e2 ± 9e1;1.7e2±9e1,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>610 ± 30 h, n = 1<br>Use the ± symbol in your answer.",1000 ± 2000;1000±2000;1e3 ± 2e3;1e3±2e3,short_answer
"Does the following measurement agree with the known value of 0.4 m at the 95 % confidence level?<br>0.6 ± 0.2 m, n = 7",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 1.5 mL at the 95 % confidence level?<br>1.0 ± 0.4 mL, n = 4",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>7.5e3 ± 1.4e3 Pa, n = 25<br>Use the ± symbol in your answer.",7500 ± 600;7500±600;7.5e3 ± 6e2;7.5e3±6e2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>72 ± 10. s, n = 60<br>Use the ± symbol in your answer.",72 ± 3;72±3;7.2e1 ± 3e0;7.2e1±3e0,short_answer
"Is the value 19 K in the 90 % confidence interval for the following measurement?<br>17 ± 2 K, n = 3",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 700 kcal at the 50 % confidence level?<br>700 ± 300 kcal, n = 60",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>170 ± 70 nm, n = 4<br>Use the ± symbol in your answer.",170 ± 30;170±30;1.7e2 ± 3e1;1.7e2±3e1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>180 ± 20 Pa, n = 40<br>Use the ± symbol in your answer.",180. ± 6;180.±6;1.80e2 ± 6e0;1.80e2±6e0,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>1.47 ± 0.14 h, n = 25<br>Use the ± symbol in your answer.",1.47 ± 0.06;1.47±0.06;1.47e0 ± 6e-2;1.47e0±6e-2,short_answer
"Is the value 0.24 A in the 90 % confidence interval for the following measurement?<br>0.30 ± 0.13 A, n = 6",Yes;yes;Y;y,short_answer
"Is the value 0.023 kg in the 50 % confidence interval for the following measurement?<br>0.024 ± 0.011 kg, n = 25",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 6.6 N at the 90 % confidence level?<br>6.3 ± 1.1 N, n = 30",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 1800 km at the 99 % confidence level?<br>1.6e3 ± 4e2 km, n = 30",No;no;N;n,short_answer
"Is the value 13 mM in the 90 % confidence interval for the following measurement?<br>14 ± 2 mM, n = 25",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 100 kV at the 99.9 % confidence level?<br>13 ± 4 kV, n = 3",No;no;N;n,short_answer
"Is the value 2900 mL in the 95 % confidence interval for the following measurement?<br>2.2e3 ± 5e2 mL, n = 6",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.015 ± 0.007 h, n = 8<br>Use the ± symbol in your answer.",0.015 ± 0.006;0.015±0.006;1.5e-2 ± 6e-3;1.5e-2±6e-3,short_answer
"Is the value 0.15 atm in the 99.9 % confidence interval for the following measurement?<br>0.25 ± 0.06 atm, n = 7",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.24 ± 0.04 mmHg, n = 2<br>Use the ± symbol in your answer.",0. ± 2;0.±2;0e0 ± 2e0;0e0±2e0,short_answer
"Does the following measurement agree with the known value of 3500 atm at the 50 % confidence level?<br>3.9e3 ± 1.1e3 atm, n = 8",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>2.4 ± 1.0 W, n = 40<br>Use the ± symbol in your answer.",2.4 ± 0.4;2.4±0.4;2.4e0 ± 4e-1;2.4e0±4e-1,short_answer
"Is the value -0.01 mol in the 99.9 % confidence interval for the following measurement?<br>0.16 ± 0.07 mol, n = 9",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.050 ± 0.009 kPa, n = 40<br>Use the ± symbol in your answer.",0.050 ± 0.005;0.050±0.005;5.0e-2 ± 5e-3;5.0e-2±5e-3,short_answer
"Does the following measurement agree with the known value of 0.6 mL at the 50 % confidence level?<br>0.6 ± 0.2 mL, n = 60",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 1.0e3 cal at the 99 % confidence level?<br>3.0e2 ± 20 cal, n = 2",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.08 ± 0.02 kV, n = 30<br>Use the ± symbol in your answer.",0.080 ± 0.013;0.080±0.013;8.0e-2 ± 1.3e-2;8.0e-2±1.3e-2,short_answer
"Does the following measurement agree with the known value of 0.03 V at the 50 % confidence level?<br>0.04 ± 0.02 V, n = 10",No;no;N;n,short_answer
"Is the value 0.013 kg in the 95 % confidence interval for the following measurement?<br>0.015 ± 0.007 kg, n = 120",No;no;N;n,short_answer
"Is the value 57 kPa in the 90 % confidence interval for the following measurement?<br>56 ± 2 kPa, n = 25",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>1.0e2 ± 40 M, n = 9<br>Use the ± symbol in your answer.",1.0e2 ± 20;1.0e2±20;1.0e2 ± 2e1;1.0e2±2e1,short_answer
"Is the value 0.044 ns in the 90 % confidence interval for the following measurement?<br>0.038 ± 0.012 ns, n = 20",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.020 ± 0.002 Pa, n = 30<br>Use the ± symbol in your answer.",0.0200 ± 0.0006;0.0200±0.0006;2.00e-2 ± 6e-4;2.00e-2±6e-4,short_answer
"Does the following measurement agree with the known value of 1600 cal at the 50 % confidence level?<br>1.6e3 ± 5e2 cal, n = 40",Yes;yes;Y;y,short_answer
"Is the value 28 kcal in the 50 % confidence interval for the following measurement?<br>29 ± 5 kcal, n = 9",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 0.073 bar at the 90 % confidence level?<br>0.075 ± 0.008 bar, n = 25",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>540 ± 1.0e2 m, n = 6<br>Use the ± symbol in your answer.",540 ± 80;540±80;5.4e2 ± 8e1;5.4e2±8e1,short_answer
"Is the value 0.12 A in the 99.9 % confidence interval for the following measurement?<br>0.11 ± 0.03 A, n = 120",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>50 ± 20 mbar, n = 2<br>Use the ± symbol in your answer.",100 ± 900;100±900;1e2 ± 9e2;1e2±9e2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.43 ± 0.04 M, n = 2<br>Use the ± symbol in your answer.",0.43 ± 0.03;0.43±0.03;4.3e-1 ± 3e-2;4.3e-1±3e-2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>2.0 ± 0.3 mM, n = 120<br>Use the ± symbol in your answer.",2.00 ± 0.05;2.00±0.05;2.00e0 ± 5e-2;2.00e0±5e-2,short_answer
"Is the value 218 bar in the 50 % confidence interval for the following measurement?<br>220. ± 9 bar, n = 6",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 0.39 mM at the 50 % confidence level?<br>0.39 ± 0.04 mM, n = 120",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 16 K at the 90 % confidence level?<br>15 ± 2 K, n = 10",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>2.0e2 ± 1.0e2 Torr, n = 1<br>Use the ± symbol in your answer.",0e0 ± 60000;0e0±60000;0e0 ± 6e4;0e0±6e4,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>4e3 ± 2e3 s, n = 7<br>Use the ± symbol in your answer.",4000 ± 3000;4000±3000;4e3 ± 3e3;4e3±3e3,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.043 ± 0.010 J, n = 30<br>Use the ± symbol in your answer.",0.043 ± 0.005;0.043±0.005;4.3e-2 ± 5e-3;4.3e-2±5e-3,short_answer
"Does the following measurement agree with the known value of 0.024 m at the 95 % confidence level?<br>0.031 ± 0.009 m, n = 6",Yes;yes;Y;y,short_answer
"Is the value 1700 Hz in the 50 % confidence interval for the following measurement?<br>2.1e3 ± 9e2 Hz, n = 3",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>40 ± 20 bar, n = 7<br>Use the ± symbol in your answer.",40 ± 30;40±30;4e1 ± 3e1;4e1±3e1,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.22 ± 0.05 cal, n = 5<br>Use the ± symbol in your answer.",0.22 ± 0.10;0.22±0.10;2.2e-1 ± 1.0e-1;2.2e-1±1.0e-1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>9.3 ± 1.3 Pa, n = 4<br>Use the ± symbol in your answer.",9 ± 2;9±2;9e0 ± 2e0;9e0±2e0,short_answer
"Does the following measurement agree with the known value of 3.6 Hz at the 99 % confidence level?<br>3.9 ± 0.9 Hz, n = 40",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>3 ± 2 V, n = 20<br>Use the ± symbol in your answer.",3.0 ± 0.8;3.0±0.8;3.0e0 ± 8e-1;3.0e0±8e-1,short_answer
"Is the value 0.18 N in the 90 % confidence interval for the following measurement?<br>0.16 ± 0.02 N, n = 7",No;no;N;n,short_answer
"Is the value 0.9 nm in the 90 % confidence interval for the following measurement?<br>0.96 ± 0.14 nm, n = 10",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>25 ± 8 mbar, n = 7<br>Use the ± symbol in your answer.",25 ± 2;25±2;2.5e1 ± 2e0;2.5e1±2e0,short_answer
